Ind_ID,label,GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Birthday_count,Employed_days,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members
5009443,0,F,N,N,0,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-9489.0,-1682,1,0,1,0,,2
5096621,0,F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14461.0,-1589,1,0,1,0,Laborers,3
5149150,0,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-10952.0,-3577,1,1,0,0,Laborers,2
5118448,0,F,N,N,1,76500.0,Working,Secondary / secondary special,Married,House / apartment,-10080.0,-735,1,1,0,0,Sales staff,3
5116818,0,M,N,Y,0,85500.0,State servant,Secondary / secondary special,Separated,Co-op apartment,-16542.0,-8737,1,1,1,0,Core staff,1
5022833,0,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-17262.0,-1617,1,0,0,0,Core staff,2
5086006,0,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21497.0,365243,1,0,0,0,,1
5010397,0,F,Y,Y,1,225000.0,Working,Higher education,Married,House / apartment,-14148.0,-1591,1,1,1,0,High skill tech staff,3
5047789,0,F,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-10457.0,-979,1,0,0,0,,2
5105657,0,F,Y,Y,2,540000.0,Working,Higher education,Single / not married,House / apartment,-14160.0,-422,1,0,1,1,,3
5150047,0,F,N,Y,0,283500.0,Working,Secondary / secondary special,Married,House / apartment,-17958.0,-655,1,0,0,0,Sales staff,2
5035791,0,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21973.0,365243,1,0,0,0,,1
5021682,0,M,N,Y,0,,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18745.0,-3653,1,0,0,0,Cleaning staff,1
5088699,0,F,Y,Y,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-17562.0,-1261,1,0,0,0,Medicine staff,2
5115797,0,F,N,Y,1,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14578.0,-7346,1,0,0,0,Laborers,2
5023460,0,F,Y,Y,0,315000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21012.0,365243,1,0,0,0,,1
5096466,0,M,Y,N,1,450000.0,Working,Higher education,Married,House / apartment,-19410.0,-5545,1,1,0,0,Managers,3
5146472,0,F,Y,Y,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14133.0,-3810,1,0,0,0,Sales staff,2
5024527,0,F,N,Y,0,270000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20967.0,365243,1,0,1,0,,1
5095193,0,M,Y,Y,1,495000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,,-1190,1,0,1,0,Managers,3
5068156,0,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19565.0,-3246,1,0,0,0,,2
5117756,0,M,Y,N,0,306000.0,Working,Secondary / secondary special,Married,House / apartment,-16011.0,-1649,1,0,0,0,Managers,2
5066507,0,F,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17538.0,-7676,1,0,1,0,Private service staff,1
5143164,0,F,N,N,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13791.0,-1353,1,1,0,0,Accountants,4
5088834,0,F,N,Y,0,612000.0,State servant,Secondary / secondary special,Married,House / apartment,-12563.0,-3715,1,0,0,1,Accountants,2
5135841,0,F,N,Y,1,36000.0,Working,Secondary / secondary special,Married,House / apartment,-12417.0,-1113,1,0,1,0,Core staff,3
5023059,0,M,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-11279.0,-508,1,0,0,0,Laborers,3
5125325,0,M,Y,N,0,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20874.0,-2722,1,0,0,0,,2
5135574,0,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-11749.0,-992,1,0,0,0,Medicine staff,2
5009053,0,F,N,Y,2,202500.0,Working,Higher education,Married,House / apartment,-10997.0,-2289,1,0,0,1,Core staff,4
5028292,0,F,N,Y,0,292500.0,Working,Higher education,Separated,House / apartment,-19736.0,-12621,1,0,1,0,Core staff,1
5029108,0,M,Y,N,1,315000.0,State servant,Secondary / secondary special,Married,House / apartment,-13230.0,-3643,1,0,0,1,High skill tech staff,3
5091400,0,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,With parents,-12278.0,-869,1,0,0,0,,2
5050768,0,F,N,N,2,337500.0,Working,Secondary / secondary special,Married,House / apartment,-10990.0,-2174,1,0,0,0,Core staff,4
5113420,0,F,N,N,1,157500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-12716.0,-5336,1,0,0,0,Core staff,2
5113132,0,F,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19033.0,-3535,1,0,0,0,Sales staff,2
5062670,0,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,-14863.0,-4407,1,0,0,0,Managers,3
5029352,0,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,-10942.0,-412,1,0,0,0,Drivers,2
5105067,0,M,N,Y,0,157500.0,Working,Incomplete higher,Married,House / apartment,-13682.0,-453,1,1,1,0,,2
5143573,0,M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,-9124.0,-960,1,1,0,0,Drivers,2
5045203,0,F,Y,Y,0,139500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21009.0,365243,1,0,0,0,,2
5065673,0,F,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11512.0,-4711,1,0,0,0,,1
5029544,0,F,Y,Y,1,133650.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14596.0,-1965,1,0,0,0,,3
5045800,0,M,Y,Y,1,427500.0,Working,Secondary / secondary special,Married,House / apartment,-11892.0,-2543,1,0,1,0,Drivers,3
5111159,0,F,Y,Y,1,81000.0,Working,Higher education,Married,House / apartment,-10648.0,-1393,1,1,1,0,Core staff,3
5099957,0,F,Y,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,-11239.0,-460,1,0,0,0,Accountants,3
5143360,0,F,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-22811.0,-2234,1,1,1,0,High skill tech staff,2
5091753,0,M,Y,N,2,135000.0,Working,Higher education,Married,House / apartment,-12725.0,-1631,1,0,0,0,Core staff,4
5117403,0,F,N,N,0,94500.0,Working,Secondary / secondary special,Married,House / apartment,-16758.0,-1619,1,0,0,0,Waiters/barmen staff,2
5149319,0,F,Y,Y,1,180000.0,Working,Higher education,Separated,House / apartment,-18838.0,-5981,1,0,0,0,Managers,2
5137542,0,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-18881.0,-3153,1,1,0,0,Cooking staff,2
5095170,0,M,Y,Y,0,252000.0,Commercial associate,Higher education,Married,House / apartment,-13796.0,-2682,1,0,0,0,Drivers,2
5090780,0,F,N,N,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-12047.0,-3443,1,0,0,0,Managers,3
5092242,0,F,N,N,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,-20754.0,-2330,1,0,0,0,,2
5068671,0,M,N,Y,0,247500.0,Working,Incomplete higher,Married,House / apartment,-9159.0,-413,1,0,0,0,Core staff,2
5143427,0,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23431.0,365243,1,0,0,0,,1
5087994,0,M,Y,Y,1,180000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-15547.0,-6645,1,0,0,0,,3
5052739,0,F,N,Y,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10454.0,-505,1,0,0,1,High skill tech staff,4
5068747,0,F,N,N,0,157500.0,Working,Higher education,Civil marriage,With parents,-13231.0,-201,1,0,0,0,Accountants,2
5025029,0,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20013.0,365243,1,0,0,0,,2
5149353,0,M,Y,Y,0,,Commercial associate,Higher education,Married,House / apartment,-12208.0,-3273,1,0,0,0,Accountants,2
5022571,0,M,Y,Y,0,202500.0,Pensioner,Higher education,Married,House / apartment,-21721.0,365243,1,0,0,0,,2
5024578,0,F,N,N,1,90000.0,Working,Secondary / secondary special,Married,With parents,-10253.0,-1462,1,0,0,0,Laborers,3
5058405,0,M,Y,Y,0,247500.0,Working,Higher education,Married,House / apartment,-12843.0,-2609,1,0,0,0,Managers,2
5041869,0,M,Y,N,0,99000.0,State servant,Secondary / secondary special,Married,House / apartment,-19433.0,-521,1,1,1,0,Core staff,2
5115894,0,M,Y,N,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17455.0,-1321,1,0,0,0,Drivers,2
5062749,0,M,Y,N,1,202500.0,State servant,Higher education,Married,House / apartment,-13387.0,-2467,1,0,0,0,,3
5045611,0,F,N,Y,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,-11762.0,-716,1,0,0,0,,4
5113288,0,F,Y,Y,2,121500.0,Working,Incomplete higher,Married,House / apartment,-11327.0,-101,1,1,1,0,Core staff,4
5053003,0,F,Y,Y,0,157500.0,Working,Incomplete higher,Married,House / apartment,-9389.0,-1632,1,1,1,0,,2
5118038,0,F,N,N,2,121500.0,Working,Higher education,Married,House / apartment,-11697.0,-614,1,0,0,0,HR staff,4
5091405,0,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17579.0,-1904,1,1,0,0,Laborers,1
5137022,0,F,N,N,0,180000.0,State servant,Secondary / secondary special,Widow,House / apartment,-18181.0,-351,1,1,1,0,Laborers,1
5117594,0,F,N,N,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16898.0,-7310,1,1,1,0,Core staff,1
5085704,0,M,Y,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19474.0,365243,1,0,0,0,,2
5137292,0,M,Y,N,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-15243.0,-7260,1,1,1,0,High skill tech staff,3
5038751,0,M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,With parents,-14192.0,-626,1,0,0,0,Drivers,4
5099900,0,M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20341.0,-6853,1,0,0,0,Laborers,2
5116676,0,M,Y,Y,3,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13427.0,-458,1,1,0,0,Laborers,5
5061321,0,F,Y,Y,1,261000.0,State servant,Higher education,Married,House / apartment,-15050.0,-1628,1,0,0,0,Managers,3
5139410,0,F,Y,Y,2,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-14439.0,-6094,1,1,0,0,Core staff,4
5048486,0,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-12992.0,-734,1,1,1,0,Drivers,2
5139658,0,F,N,Y,0,157500.0,Pensioner,Lower secondary,Married,House / apartment,-23483.0,365243,1,0,0,0,,2
5091280,0,M,N,Y,1,103500.0,Working,Secondary / secondary special,Married,House / apartment,-11822.0,-657,1,1,0,0,Laborers,3
5023186,0,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17235.0,-2700,1,0,1,0,Core staff,2
5054307,0,M,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10116.0,-880,1,0,0,0,Laborers,3
5116879,0,F,N,N,0,112500.0,Working,Higher education,Single / not married,With parents,-11061.0,-157,1,1,1,0,High skill tech staff,1
5050453,0,M,N,Y,1,231750.0,Working,Secondary / secondary special,Married,House / apartment,-14247.0,-135,1,0,0,0,,3
5022804,0,F,Y,Y,0,202500.0,Working,Higher education,Widow,House / apartment,-11998.0,-1497,1,0,0,0,Managers,1
5091374,0,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-15366.0,-1266,1,1,1,0,Drivers,2
5135484,0,F,N,Y,0,135000.0,State servant,Higher education,Single / not married,Municipal apartment,-10660.0,-1935,1,0,0,0,Core staff,1
5054188,0,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11390.0,-515,1,0,1,0,Sales staff,2
5054626,0,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22034.0,365243,1,0,0,0,,1
5068548,0,M,Y,Y,0,117000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19351.0,-1023,1,0,0,0,Laborers,2
5053472,0,M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18516.0,-2129,1,1,1,0,Low-skill Laborers,2
5105395,0,F,N,Y,0,135000.0,Working,Incomplete higher,Single / not married,House / apartment,-10932.0,-575,1,0,0,0,Secretaries,1
5029554,0,F,N,Y,0,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23751.0,365243,1,0,0,0,,1
5089722,0,F,N,N,0,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-17617.0,-3262,1,1,1,1,Private service staff,1
5066562,0,F,N,N,0,180000.0,Commercial associate,Incomplete higher,Married,With parents,-8247.0,-430,1,1,0,1,Sales staff,2
5062547,0,F,N,Y,3,247500.0,Commercial associate,Incomplete higher,Married,House / apartment,-12099.0,-2207,1,0,0,1,,5
5010203,0,M,Y,Y,0,135000.0,Working,Lower secondary,Married,With parents,-9981.0,-1866,1,0,0,1,Laborers,2
5024665,0,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14425.0,-4568,1,1,1,0,Laborers,2
5089626,0,F,N,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-16188.0,-309,1,1,1,1,Sales staff,2
5021373,0,F,N,Y,0,247500.0,Working,Higher education,Married,House / apartment,-22100.0,-578,1,0,0,1,Managers,2
5054699,0,M,Y,Y,0,157500.0,Working,Higher education,Married,House / apartment,,-6908,1,0,0,0,Laborers,2
5051180,0,M,Y,N,1,,Working,Secondary / secondary special,Married,House / apartment,-13086.0,-1931,1,0,1,0,Laborers,3
5143515,0,F,N,Y,0,247500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23280.0,365243,1,0,0,0,,1
5018461,0,F,N,Y,1,166500.0,Working,Secondary / secondary special,Married,House / apartment,-20208.0,-8033,1,0,1,0,,3
5096300,0,F,N,N,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9320.0,-2257,1,0,0,0,High skill tech staff,3
5148897,0,M,N,Y,0,90900.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22233.0,365243,1,0,1,0,,2
5025047,0,F,Y,N,3,112500.0,Working,Secondary / secondary special,Married,House / apartment,-11731.0,-3776,1,1,1,0,,5
5092164,0,F,Y,Y,0,45900.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20282.0,365243,1,0,1,0,,1
5053143,0,M,N,Y,1,126000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12301.0,-140,1,0,1,0,,3
5038510,0,F,N,Y,0,103500.0,Working,Incomplete higher,Married,House / apartment,-11855.0,-4583,1,0,0,0,Laborers,2
5023482,0,F,N,Y,1,119250.0,Working,Secondary / secondary special,Married,House / apartment,-15931.0,-4404,1,1,1,0,Core staff,3
5054099,0,M,Y,N,2,202500.0,Working,Higher education,Married,House / apartment,-11736.0,-727,1,0,0,0,Drivers,4
5062713,0,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510.0,-3805,1,0,0,0,Core staff,3
5088851,0,F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,-11353.0,-2316,1,0,0,1,Accountants,2
5111117,0,F,N,Y,1,315000.0,Working,Higher education,Married,House / apartment,-11602.0,-1455,1,0,0,0,Managers,3
5118115,0,M,N,N,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13538.0,-5422,1,1,1,0,Drivers,3
5024258,0,M,N,Y,0,162000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11495.0,-581,1,0,0,0,Security staff,1
5113976,0,M,Y,N,0,270000.0,Working,Incomplete higher,Married,House / apartment,-11955.0,-893,1,1,1,1,Laborers,2
5099907,0,F,N,Y,2,112500.0,Working,Incomplete higher,Married,House / apartment,-10927.0,-1860,1,0,0,0,Core staff,4
5092332,0,F,N,Y,0,58500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-24946.0,365243,1,0,1,0,,1
5038932,0,F,N,Y,0,94500.0,Commercial associate,Higher education,Separated,House / apartment,-14548.0,-6317,1,0,1,0,Medicine staff,1
5078924,0,M,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-16116.0,-1000,1,0,1,0,Laborers,2
5068390,0,F,Y,Y,1,270000.0,Working,Higher education,Separated,House / apartment,-14052.0,-140,1,0,1,1,Sales staff,2
5046036,0,F,Y,Y,0,99000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21527.0,365243,1,0,0,0,,2
5033788,0,F,N,Y,1,315000.0,Working,Higher education,Separated,House / apartment,-15738.0,-4766,1,1,1,0,Private service staff,2
5010781,0,F,Y,Y,1,157500.0,Commercial associate,Higher education,Married,House / apartment,-14474.0,-2259,1,0,0,1,Core staff,3
5022761,0,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-9791.0,-1344,1,0,0,1,Sales staff,2
5041980,0,F,N,N,0,211500.0,Commercial associate,Higher education,Married,With parents,-14636.0,-4690,1,1,1,0,Laborers,2
5113854,0,M,N,N,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15323.0,-8290,1,1,0,0,Laborers,1
5126612,0,F,Y,N,0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20395.0,365243,1,0,1,0,,1
5132264,0,F,N,N,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,,-2052,1,0,1,0,Laborers,2
5142136,0,F,N,N,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,-17001.0,-5004,1,0,0,0,Medicine staff,4
5088163,0,F,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12922.0,-923,1,0,0,0,Core staff,1
5146086,0,M,N,N,0,148500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-14122.0,-1193,1,0,0,1,Laborers,1
5139553,0,F,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,-13584.0,-6337,1,0,1,0,Medicine staff,4
5041474,0,F,N,Y,0,90000.0,Commercial associate,Higher education,Married,House / apartment,-9006.0,-793,1,0,0,1,Sales staff,2
5025020,0,F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21512.0,365243,1,0,0,0,,2
5118270,0,F,N,N,0,99000.0,Working,Secondary / secondary special,Married,With parents,-19566.0,-5453,1,1,0,0,Medicine staff,2
5095324,0,F,N,Y,0,315000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22854.0,365243,1,0,1,0,,1
5142290,0,F,N,Y,1,162000.0,State servant,Higher education,Civil marriage,House / apartment,-15027.0,-88,1,0,0,0,Accountants,3
5148792,0,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-17450.0,-5495,1,0,0,0,Managers,1
5062031,0,F,Y,Y,0,225000.0,Working,Higher education,Single / not married,House / apartment,-9688.0,-593,1,0,1,1,,1
5088836,0,F,N,Y,0,612000.0,State servant,Secondary / secondary special,Married,House / apartment,-12563.0,-3715,1,0,0,1,Accountants,2
5035418,0,F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,-21111.0,-4816,1,0,0,0,Core staff,2
5089896,0,F,N,Y,0,67500.0,Pensioner,Higher education,Single / not married,Municipal apartment,-23694.0,365243,1,0,0,1,,1
5137407,0,F,N,N,0,157500.0,Working,Higher education,Separated,House / apartment,-17237.0,-3000,1,0,0,0,Medicine staff,1
5086060,0,F,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-20542.0,-9422,1,0,1,0,Core staff,2
5095117,0,F,N,Y,0,67500.0,Working,Higher education,Married,House / apartment,-14240.0,-1586,1,0,0,0,Core staff,2
5067419,0,F,N,Y,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23334.0,365243,1,0,0,0,,2
5041307,0,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23118.0,365243,1,0,1,0,,2
5146401,0,F,N,Y,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,-19682.0,-2104,1,1,0,0,Cleaning staff,1
5105137,0,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9957.0,-1032,1,0,0,0,Laborers,1
5053388,0,F,N,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16300.0,-9698,1,0,0,1,Managers,2
5146467,0,M,Y,N,0,360000.0,State servant,Higher education,Married,House / apartment,-9983.0,-1923,1,0,0,0,,2
5113082,0,F,N,Y,1,112500.0,Working,Higher education,Single / not married,House / apartment,-15303.0,-1131,1,0,0,0,Core staff,2
5052755,0,M,N,Y,0,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10570.0,-1175,1,0,0,0,Managers,2
5092436,0,F,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19921.0,365243,1,0,1,0,,2
5022243,0,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15231.0,-8375,1,0,0,1,High skill tech staff,2
5113020,0,M,Y,Y,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,-14622.0,-2199,1,0,0,0,Core staff,2
5058267,0,M,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,With parents,-17868.0,-1912,1,0,0,0,Drivers,3
5037247,0,M,Y,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12170.0,-926,1,0,0,0,Laborers,4
5100461,0,M,Y,Y,1,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12417.0,-2499,1,0,0,0,High skill tech staff,3
5096753,0,M,Y,N,0,328500.0,Working,Higher education,Married,House / apartment,-14897.0,-2654,1,1,1,0,,2
5091778,0,M,N,Y,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10874.0,-1174,1,1,0,0,Laborers,4
5038569,0,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-19974.0,-230,1,0,1,0,Laborers,2
5069169,0,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10314.0,-962,1,0,0,1,Sales staff,2
5065820,0,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,,-2276,1,0,0,0,Laborers,3
5091048,0,F,N,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,-15438.0,-2197,1,0,0,1,Secretaries,4
5097134,0,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-11382.0,-2468,1,1,1,0,Drivers,2
5097106,0,F,N,Y,0,193500.0,Working,Secondary / secondary special,Married,House / apartment,-21026.0,-11448,1,0,1,0,,2
5099877,0,F,Y,Y,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21671.0,365243,1,0,1,0,,2
5033884,0,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-20063.0,-932,1,1,1,0,Core staff,2
5097024,0,M,Y,N,0,198000.0,Commercial associate,Higher education,Married,House / apartment,-13643.0,-2956,1,0,0,0,Managers,2
5010412,0,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21854.0,365243,1,0,0,0,,2
5091144,0,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10785.0,-1345,1,0,0,0,,2
5088503,0,M,Y,Y,0,72000.0,Working,Higher education,Married,House / apartment,-21897.0,-619,1,0,0,0,Security staff,2
5126142,0,M,Y,N,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15904.0,-3787,1,0,0,0,Laborers,4
5067020,0,F,Y,Y,1,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17152.0,-1253,1,0,0,1,Laborers,3
5061076,0,M,Y,N,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-14926.0,-3242,1,1,0,0,,2
5126527,0,F,N,N,0,225000.0,State servant,Secondary / secondary special,Married,With parents,-12269.0,-196,1,0,1,0,Medicine staff,2
5078931,0,M,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-15853.0,-298,1,0,1,0,Laborers,1
5125471,0,M,Y,Y,1,450000.0,Commercial associate,Higher education,Married,House / apartment,-17437.0,-1748,1,0,0,0,,3
5025207,0,M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9901.0,-124,1,0,0,0,Drivers,3
5042097,0,F,N,N,1,108000.0,Working,Secondary / secondary special,Separated,House / apartment,-14349.0,-4082,1,0,1,0,,2
5067653,0,F,N,Y,0,787500.0,State servant,Higher education,Married,House / apartment,-17203.0,-1431,1,0,0,1,Managers,2
5089137,0,F,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-14228.0,-5330,1,0,1,0,,2
5065601,0,M,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20867.0,-1266,1,0,1,0,Laborers,2
5112833,0,F,N,Y,1,90000.0,Working,Secondary / secondary special,Separated,With parents,-13200.0,-1017,1,0,1,1,Sales staff,2
5024636,0,F,N,Y,0,,Working,Secondary / secondary special,Married,House / apartment,-19922.0,-1128,1,0,0,0,,2
5050549,0,M,N,N,2,225000.0,Working,Higher education,Civil marriage,House / apartment,-16768.0,-3088,1,1,0,0,Laborers,4
5065763,0,F,N,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14746.0,-693,1,0,0,0,,1
5089269,0,F,N,N,0,72000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18799.0,-1466,1,1,0,0,Cleaning staff,1
5061207,0,M,Y,Y,14,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-17754.0,-1689,1,0,0,0,Drivers,15
5028684,0,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-9582.0,-3003,1,0,0,1,Laborers,2
5028737,0,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12483.0,-4039,1,0,0,0,Managers,2
5113406,0,M,Y,Y,0,450000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10837.0,-588,1,0,0,1,Sales staff,1
5025741,0,F,Y,N,0,216000.0,Working,Higher education,Married,Municipal apartment,-11974.0,-282,1,0,1,0,Sales staff,2
5045992,0,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15256.0,-4491,1,0,0,0,Laborers,2
5054453,0,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,-17914.0,-1155,1,0,0,0,Laborers,2
5024586,0,F,Y,Y,2,315000.0,State servant,Secondary / secondary special,Married,House / apartment,-12348.0,-1220,1,0,0,0,Managers,4
5090701,0,F,N,N,0,594000.0,Pensioner,Higher education,Single / not married,Municipal apartment,-17387.0,365243,1,0,0,0,,1
5091929,0,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18197.0,-657,1,0,0,0,,2
5149034,0,F,N,Y,0,180000.0,State servant,Higher education,Married,House / apartment,-17483.0,-1203,1,0,0,0,Core staff,2
5114114,0,M,Y,N,0,157500.0,Working,Secondary / secondary special,Separated,House / apartment,-17054.0,-712,1,0,1,0,Security staff,1
5142579,0,F,Y,Y,1,234000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20668.0,-2844,1,0,0,0,,2
